resume_id,job_title,skill_score,education_score,experience_score,language_score,certification_score,final_score,best_match
57,UX Designer,0.0,100.0,100.0,100.0,100.0,55.0,1
58,AI Researcher,33.33,100.0,100.0,100.0,100.0,70.0,0
59,Physician,0.0,100.0,100.0,100.0,100.0,55.0,1
60,Psychologist,0.0,100.0,100.0,100.0,100.0,55.0,0
61,Systems Analyst,0.0,100.0,100.0,100.0,100.0,55.0,0
62,AI Specialist,50.0,100.0,100.0,100.0,100.0,77.5,1
63,Web Developer,66.67,100.0,100.0,100.0,100.0,85.0,0
64,Personal Trainer,0.0,100.0,100.0,100.0,100.0,55.0,1
65,Physician,0.0,100.0,100.0,100.0,100.0,55.0,1
66,Cybersecurity Analyst,0.0,100.0,100.0,100.0,100.0,55.0,0
67,Content Writer,0.0,100.0,100.0,100.0,100.0,55.0,0
68,HR Specialist,0.0,100.0,100.0,100.0,100.0,55.0,0
69,Data Analyst,0.0,100.0,100.0,100.0,100.0,55.0,1
70,Veterinarian,0.0,100.0,100.0,100.0,100.0,55.0,1
71,Urban Planner,0.0,100.0,100.0,100.0,100.0,55.0,1
72,Environmental Scientist,0.0,100.0,100.0,100.0,100.0,55.0,1
73,Dentist,0.0,100.0,100.0,100.0,100.0,55.0,0
74,Accountant,0.0,100.0,100.0,100.0,100.0,55.0,0
75,Product Manager,0.0,100.0,100.0,100.0,100.0,55.0,1
76,Legal Consultant,0.0,100.0,100.0,100.0,100.0,55.0,0
77,Sales Representative,0.0,100.0,100.0,100.0,100.0,55.0,1
78,Robotics Engineer,0.0,100.0,100.0,100.0,100.0,55.0,1
79,Environmental Scientist,0.0,100.0,100.0,100.0,100.0,55.0,0
80,Chef,0.0,100.0,100.0,100.0,100.0,55.0,0
81,SEO Specialist,0.0,100.0,100.0,100.0,100.0,55.0,0
82,Cybersecurity Analyst,0.0,100.0,100.0,100.0,100.0,55.0,0
83,Personal Trainer,0.0,100.0,100.0,100.0,100.0,55.0,1
84,Business Analyst,0.0,100.0,100.0,100.0,100.0,55.0,0
85,Urban Planner,0.0,100.0,100.0,100.0,100.0,55.0,0
86,Biomedical Engineer,0.0,100.0,100.0,100.0,100.0,55.0,0
87,Pharmacist,0.0,100.0,100.0,100.0,100.0,55.0,1
88,Sales Representative,0.0,100.0,100.0,100.0,100.0,55.0,1
89,HR Specialist,0.0,100.0,100.0,100.0,100.0,55.0,0
90,SEO Specialist,0.0,100.0,100.0,100.0,100.0,55.0,0
91,Business Analyst,0.0,100.0,100.0,100.0,100.0,55.0,1
92,Content Writer,0.0,100.0,100.0,100.0,100.0,55.0,1
93,Chef,0.0,100.0,100.0,100.0,100.0,55.0,1
94,Software Engineer,0.0,100.0,100.0,100.0,100.0,55.0,0
95,Customer Service Representative,0.0,100.0,100.0,100.0,100.0,55.0,1
96,Cloud Architect,0.0,100.0,100.0,100.0,0.0,45.0,1
97,Pilot,0.0,100.0,100.0,100.0,100.0,55.0,0
98,Software Engineer,0.0,100.0,100.0,100.0,100.0,55.0,0
99,Financial Analyst,0.0,100.0,100.0,100.0,100.0,55.0,1
100,Marketing Manager,0.0,100.0,100.0,100.0,100.0,55.0,0
101,Dentist,0.0,100.0,100.0,100.0,100.0,55.0,0
102,Web Developer,66.67,100.0,100.0,100.0,100.0,85.0,1
103,SEO Specialist,0.0,100.0,100.0,100.0,100.0,55.0,1
104,HR Specialist,0.0,100.0,100.0,100.0,100.0,55.0,0
105,Sales Representative,0.0,100.0,100.0,100.0,100.0,55.0,1
106,Social Worker,0.0,100.0,100.0,100.0,100.0,55.0,0
107,Electrician,0.0,100.0,100.0,100.0,100.0,55.0,0
108,Cloud Architect,0.0,100.0,100.0,100.0,0.0,45.0,1
109,Web Developer,33.33,100.0,100.0,100.0,100.0,70.0,0
110,Marketing Manager,0.0,100.0,100.0,100.0,100.0,55.0,0
111,UX Designer,0.0,100.0,100.0,100.0,100.0,55.0,1
112,Social Worker,0.0,100.0,100.0,100.0,100.0,55.0,0
113,Chef,0.0,100.0,100.0,100.0,100.0,55.0,1
114,Journalist,0.0,100.0,100.0,100.0,100.0,55.0,1
115,Veterinarian,0.0,100.0,100.0,100.0,100.0,55.0,1
116,Psychologist,0.0,100.0,100.0,100.0,100.0,55.0,1
117,Content Writer,0.0,100.0,100.0,100.0,100.0,55.0,1
118,Journalist,0.0,100.0,100.0,100.0,100.0,55.0,1
119,Cybersecurity Analyst,0.0,100.0,100.0,100.0,100.0,55.0,1
120,Fitness Coach,0.0,100.0,100.0,100.0,100.0,55.0,0
121,Accountant,0.0,100.0,100.0,100.0,100.0,55.0,0
122,Environmental Scientist,0.0,100.0,100.0,100.0,100.0,55.0,1
123,Electrician,0.0,100.0,100.0,100.0,100.0,55.0,0
124,Electrician,0.0,100.0,100.0,100.0,100.0,55.0,0
125,Environmental Scientist,0.0,100.0,100.0,100.0,100.0,55.0,0
126,Pilot,0.0,100.0,100.0,100.0,100.0,55.0,1
127,SEO Specialist,0.0,100.0,100.0,100.0,100.0,55.0,1
128,Environmental Scientist,0.0,100.0,100.0,100.0,100.0,55.0,0
129,Sales Representative,0.0,100.0,100.0,100.0,100.0,55.0,1
130,Event Planner,0.0,100.0,100.0,100.0,100.0,55.0,0
131,SEO Specialist,0.0,100.0,100.0,100.0,100.0,55.0,1
132,SEO Specialist,0.0,100.0,100.0,100.0,100.0,55.0,1
133,AI Researcher,33.33,100.0,100.0,100.0,100.0,70.0,0
134,Cybersecurity Analyst,0.0,100.0,100.0,100.0,100.0,55.0,1
135,Graphic Designer,0.0,100.0,100.0,100.0,100.0,55.0,1
136,Database Administrator,0.0,100.0,100.0,100.0,100.0,55.0,1
137,Robotics Engineer,0.0,100.0,100.0,100.0,100.0,55.0,1
138,Teacher,0.0,100.0,100.0,100.0,100.0,55.0,1
139,Accountant,0.0,100.0,100.0,100.0,100.0,55.0,1
140,Teacher,0.0,100.0,100.0,100.0,100.0,55.0,0
141,Chef,0.0,100.0,100.0,100.0,100.0,55.0,0
142,Lawyer,0.0,100.0,100.0,100.0,100.0,55.0,0
143,Civil Engineer,0.0,100.0,100.0,100.0,100.0,55.0,0
144,Software Engineer,0.0,100.0,100.0,100.0,100.0,55.0,1
145,Database Administrator,0.0,100.0,100.0,100.0,100.0,55.0,0
146,Cloud Architect,100.0,100.0,100.0,100.0,50.0,95.0,0
147,Electrician,0.0,100.0,100.0,100.0,100.0,55.0,1
148,Content Writer,0.0,100.0,100.0,100.0,100.0,55.0,0
149,Financial Analyst,0.0,100.0,100.0,100.0,100.0,55.0,0
150,Architect,0.0,100.0,100.0,100.0,100.0,55.0,1
151,Operations Manager,0.0,100.0,100.0,100.0,100.0,55.0,1
152,AI Specialist,50.0,100.0,100.0,100.0,100.0,77.5,0
153,AI Specialist,50.0,100.0,100.0,100.0,100.0,77.5,0
154,Robotics Engineer,0.0,100.0,100.0,100.0,100.0,55.0,0
155,Fitness Coach,0.0,100.0,100.0,100.0,100.0,55.0,0
156,Physician,0.0,100.0,100.0,100.0,100.0,55.0,1
157,AI Researcher,33.33,100.0,100.0,100.0,100.0,70.0,0
158,Legal Consultant,0.0,100.0,100.0,100.0,100.0,55.0,0
159,Personal Trainer,0.0,100.0,100.0,100.0,100.0,55.0,1
160,Pilot,0.0,100.0,100.0,100.0,100.0,55.0,1
161,Biomedical Engineer,0.0,100.0,100.0,100.0,100.0,55.0,0
162,Architect,0.0,100.0,100.0,100.0,100.0,55.0,0
163,Environmental Scientist,0.0,100.0,100.0,100.0,100.0,55.0,0
164,Product Manager,0.0,100.0,100.0,100.0,100.0,55.0,0
165,Architect,0.0,100.0,100.0,100.0,100.0,55.0,0
166,Operations Manager,0.0,100.0,100.0,100.0,100.0,55.0,1
167,Lawyer,0.0,100.0,100.0,100.0,100.0,55.0,1
168,Web Developer,66.67,100.0,100.0,100.0,100.0,85.0,1
169,Software Engineer,0.0,100.0,100.0,100.0,100.0,55.0,0
170,Urban Planner,0.0,100.0,100.0,100.0,100.0,55.0,0
171,Financial Analyst,0.0,100.0,100.0,100.0,100.0,55.0,1
172,Journalist,0.0,100.0,100.0,100.0,100.0,55.0,1
173,Product Manager,0.0,100.0,100.0,100.0,100.0,55.0,1
174,Business Analyst,0.0,100.0,100.0,100.0,100.0,55.0,1
175,Financial Analyst,0.0,100.0,100.0,100.0,100.0,55.0,1
176,Financial Analyst,0.0,100.0,100.0,100.0,100.0,55.0,1
177,Data Analyst,0.0,100.0,100.0,100.0,100.0,55.0,1
178,Business Analyst,0.0,100.0,100.0,100.0,100.0,55.0,1
179,Lawyer,0.0,100.0,100.0,100.0,100.0,55.0,0
180,Pharmacist,0.0,100.0,100.0,100.0,100.0,55.0,1
181,Urban Planner,0.0,100.0,100.0,100.0,100.0,55.0,0
182,Supply Chain Manager,0.0,100.0,100.0,100.0,100.0,55.0,0
183,Biomedical Engineer,0.0,100.0,100.0,100.0,100.0,55.0,0
184,HR Specialist,0.0,100.0,100.0,100.0,100.0,55.0,1
185,Machine Learning Engineer,0.0,100.0,100.0,100.0,100.0,55.0,0
186,Customer Service Representative,0.0,100.0,100.0,100.0,100.0,55.0,1
187,Journalist,0.0,100.0,100.0,100.0,100.0,55.0,1
188,Event Planner,0.0,100.0,100.0,100.0,100.0,55.0,0
189,Supply Chain Manager,0.0,100.0,100.0,100.0,100.0,55.0,1
190,Social Worker,0.0,100.0,100.0,100.0,100.0,55.0,0
191,UX Designer,0.0,100.0,100.0,100.0,100.0,55.0,0
192,Systems Analyst,0.0,100.0,100.0,100.0,100.0,55.0,1
193,Event Planner,0.0,100.0,100.0,100.0,100.0,55.0,0
194,HR Specialist,0.0,100.0,100.0,100.0,100.0,55.0,1
195,AI Specialist,0.0,100.0,100.0,100.0,100.0,55.0,0
196,Mechanical Engineer,0.0,100.0,100.0,100.0,100.0,55.0,1
197,Journalist,0.0,100.0,100.0,100.0,100.0,55.0,1
198,Pharmacist,0.0,100.0,100.0,100.0,100.0,55.0,1
199,Business Analyst,0.0,100.0,100.0,100.0,100.0,55.0,1
200,Physician,0.0,100.0,100.0,100.0,100.0,55.0,0
201,Product Manager,0.0,100.0,100.0,100.0,100.0,55.0,0
202,Data Analyst,0.0,100.0,100.0,100.0,100.0,55.0,0
203,Machine Learning Engineer,0.0,100.0,100.0,100.0,100.0,55.0,0
204,Event Planner,0.0,100.0,100.0,100.0,100.0,55.0,0
205,AI Specialist,50.0,100.0,100.0,100.0,100.0,77.5,0
206,AI Researcher,0.0,100.0,100.0,100.0,100.0,55.0,1
207,Architect,0.0,100.0,100.0,100.0,100.0,55.0,0
208,Chef,0.0,100.0,100.0,100.0,100.0,55.0,1
209,Pharmacist,0.0,100.0,100.0,100.0,100.0,55.0,0
210,SEO Specialist,0.0,100.0,100.0,100.0,100.0,55.0,1
211,Construction Manager,0.0,100.0,100.0,100.0,100.0,55.0,1
212,Operations Manager,0.0,100.0,100.0,100.0,100.0,55.0,1
213,Product Manager,0.0,100.0,100.0,100.0,100.0,55.0,0
214,Chef,0.0,100.0,100.0,100.0,100.0,55.0,1
215,Chef,0.0,100.0,100.0,100.0,100.0,55.0,1
216,Database Administrator,0.0,100.0,100.0,100.0,100.0,55.0,1
217,Customer Service Representative,0.0,100.0,100.0,100.0,100.0,55.0,0
218,Sales Representative,0.0,100.0,100.0,100.0,100.0,55.0,0
219,HR Specialist,0.0,100.0,100.0,100.0,100.0,55.0,1
220,Robotics Engineer,0.0,100.0,100.0,100.0,100.0,55.0,0
221,Dentist,0.0,100.0,100.0,100.0,100.0,55.0,0
222,Electrician,0.0,100.0,100.0,100.0,100.0,55.0,0
223,Product Manager,0.0,100.0,100.0,100.0,100.0,55.0,1
224,Personal Trainer,0.0,100.0,100.0,100.0,100.0,55.0,0
225,AI Researcher,33.33,100.0,100.0,100.0,100.0,70.0,0
226,Chef,0.0,100.0,100.0,100.0,100.0,55.0,1
227,Product Manager,0.0,100.0,100.0,100.0,100.0,55.0,1
228,Pharmacist,0.0,100.0,100.0,100.0,100.0,55.0,0
229,Journalist,0.0,100.0,100.0,100.0,100.0,55.0,1
230,Fitness Coach,0.0,100.0,100.0,100.0,100.0,55.0,0
231,Software Engineer,0.0,100.0,100.0,100.0,100.0,55.0,0
232,Machine Learning Engineer,0.0,100.0,100.0,100.0,100.0,55.0,0
233,Research Scientist,0.0,100.0,100.0,100.0,100.0,55.0,1
234,Business Analyst,0.0,100.0,100.0,100.0,100.0,55.0,1
235,Teacher,0.0,100.0,100.0,100.0,100.0,55.0,1
236,Construction Manager,0.0,100.0,100.0,100.0,100.0,55.0,1
237,Legal Consultant,0.0,100.0,100.0,100.0,100.0,55.0,0
238,Business Analyst,0.0,100.0,100.0,100.0,100.0,55.0,0
239,Machine Learning Engineer,0.0,100.0,100.0,100.0,100.0,55.0,1
240,Financial Analyst,0.0,100.0,100.0,100.0,100.0,55.0,0
241,Environmental Scientist,0.0,100.0,100.0,100.0,100.0,55.0,1
242,Database Administrator,0.0,100.0,100.0,100.0,100.0,55.0,1
243,Electrician,0.0,100.0,100.0,100.0,100.0,55.0,1
244,Construction Manager,0.0,100.0,100.0,100.0,100.0,55.0,0
245,Customer Service Representative,0.0,100.0,100.0,100.0,100.0,55.0,0
246,Legal Consultant,0.0,100.0,100.0,100.0,100.0,55.0,0
247,Research Scientist,0.0,100.0,100.0,100.0,100.0,55.0,0
248,Personal Trainer,0.0,100.0,100.0,100.0,100.0,55.0,1
249,Accountant,0.0,100.0,100.0,100.0,100.0,55.0,0
250,Social Worker,0.0,100.0,100.0,100.0,100.0,55.0,1
251,Mechanical Engineer,0.0,100.0,100.0,100.0,100.0,55.0,0
252,Legal Consultant,0.0,100.0,100.0,100.0,100.0,55.0,0
253,Research Scientist,0.0,100.0,100.0,100.0,100.0,55.0,0
254,Pharmacist,0.0,100.0,100.0,100.0,100.0,55.0,0
255,Psychologist,0.0,100.0,100.0,100.0,100.0,55.0,0
256,Creative Director,0.0,100.0,100.0,100.0,100.0,55.0,1
257,Dentist,0.0,100.0,100.0,100.0,100.0,55.0,1
258,Database Administrator,0.0,100.0,100.0,100.0,100.0,55.0,1
259,Legal Consultant,0.0,100.0,100.0,100.0,100.0,55.0,1
260,SEO Specialist,0.0,100.0,100.0,100.0,100.0,55.0,0
261,Cybersecurity Analyst,0.0,100.0,100.0,100.0,100.0,55.0,1
262,Customer Service Representative,0.0,100.0,100.0,100.0,100.0,55.0,0
263,AI Researcher,33.33,100.0,100.0,100.0,100.0,70.0,0
264,SEO Specialist,0.0,100.0,100.0,100.0,100.0,55.0,0
265,Teacher,0.0,100.0,100.0,100.0,100.0,55.0,1
266,Operations Manager,0.0,100.0,100.0,100.0,100.0,55.0,0
267,Machine Learning Engineer,0.0,100.0,100.0,100.0,100.0,55.0,1
268,Biomedical Engineer,0.0,100.0,100.0,100.0,100.0,55.0,0
269,Veterinarian,0.0,100.0,100.0,100.0,100.0,55.0,1
270,Legal Consultant,0.0,100.0,100.0,100.0,100.0,55.0,0
271,Psychologist,0.0,100.0,100.0,100.0,100.0,55.0,1
272,Product Manager,0.0,100.0,100.0,100.0,100.0,55.0,0
273,Pharmacist,0.0,100.0,100.0,100.0,100.0,55.0,1
274,AI Researcher,0.0,100.0,100.0,100.0,100.0,55.0,0
275,Mechanical Engineer,0.0,100.0,100.0,100.0,100.0,55.0,1
276,Graphic Designer,0.0,100.0,100.0,100.0,100.0,55.0,1
277,Content Writer,0.0,100.0,100.0,100.0,100.0,55.0,0
278,Fitness Coach,0.0,100.0,100.0,100.0,100.0,55.0,1
279,Software Engineer,0.0,100.0,100.0,100.0,100.0,55.0,0
280,Cybersecurity Analyst,0.0,100.0,100.0,100.0,100.0,55.0,0
281,Environmental Scientist,0.0,100.0,100.0,100.0,100.0,55.0,0
282,Creative Director,0.0,100.0,100.0,100.0,100.0,55.0,1
283,Electrician,0.0,100.0,100.0,100.0,100.0,55.0,0
284,Data Analyst,0.0,100.0,100.0,100.0,100.0,55.0,0
285,Sales Representative,0.0,100.0,100.0,100.0,100.0,55.0,0
286,Financial Analyst,0.0,100.0,100.0,100.0,100.0,55.0,1
287,Content Writer,0.0,100.0,100.0,100.0,100.0,55.0,1
288,Environmental Scientist,0.0,100.0,100.0,100.0,100.0,55.0,0
289,Electrician,0.0,100.0,100.0,100.0,100.0,55.0,0
290,Accountant,0.0,100.0,100.0,100.0,100.0,55.0,0
291,Veterinarian,0.0,100.0,100.0,100.0,100.0,55.0,0
292,Civil Engineer,0.0,100.0,100.0,100.0,100.0,55.0,1
293,UX Designer,0.0,100.0,100.0,100.0,100.0,55.0,0
294,SEO Specialist,0.0,100.0,100.0,100.0,100.0,55.0,1
295,Mechanical Engineer,0.0,100.0,100.0,100.0,100.0,55.0,0
296,Veterinarian,0.0,100.0,100.0,100.0,100.0,55.0,1
297,AI Researcher,33.33,100.0,100.0,100.0,100.0,70.0,0
298,Cybersecurity Analyst,0.0,100.0,100.0,100.0,100.0,55.0,0
299,Biomedical Engineer,0.0,100.0,100.0,100.0,100.0,55.0,1
300,HR Specialist,0.0,100.0,100.0,100.0,100.0,55.0,1
301,UX Designer,0.0,100.0,100.0,100.0,100.0,55.0,0
302,Nurse,0.0,100.0,100.0,100.0,100.0,55.0,0
303,Lawyer,0.0,100.0,100.0,100.0,100.0,55.0,0
304,Construction Manager,0.0,100.0,100.0,100.0,100.0,55.0,0
305,Customer Service Representative,0.0,100.0,100.0,100.0,100.0,55.0,1
306,Civil Engineer,0.0,100.0,100.0,100.0,100.0,55.0,0
307,Marketing Manager,0.0,100.0,100.0,100.0,100.0,55.0,1
308,AI Researcher,33.33,100.0,100.0,100.0,100.0,70.0,1
309,Pharmacist,0.0,100.0,100.0,100.0,100.0,55.0,0
310,Business Analyst,0.0,100.0,100.0,100.0,100.0,55.0,1
311,AI Researcher,33.33,100.0,100.0,100.0,100.0,70.0,1
312,Fitness Coach,0.0,100.0,100.0,100.0,100.0,55.0,0
313,Business Analyst,0.0,100.0,100.0,100.0,100.0,55.0,0
314,Customer Service Representative,0.0,100.0,100.0,100.0,100.0,55.0,1
315,Event Planner,0.0,100.0,100.0,100.0,100.0,55.0,1
316,Marketing Manager,0.0,100.0,100.0,100.0,100.0,55.0,1
317,Content Writer,0.0,100.0,100.0,100.0,100.0,55.0,1
318,Content Writer,0.0,100.0,100.0,100.0,100.0,55.0,1
319,Lawyer,0.0,100.0,100.0,100.0,100.0,55.0,1
320,Fitness Coach,0.0,100.0,100.0,100.0,100.0,55.0,0
321,Sales Representative,0.0,100.0,100.0,100.0,100.0,55.0,0
322,Biomedical Engineer,0.0,100.0,100.0,100.0,100.0,55.0,0
323,Mechanical Engineer,0.0,100.0,100.0,100.0,100.0,55.0,0
324,Pharmacist,0.0,100.0,100.0,100.0,100.0,55.0,0
325,Cloud Architect,100.0,100.0,100.0,100.0,50.0,95.0,1
326,Pilot,0.0,100.0,100.0,100.0,100.0,55.0,1
327,Marketing Manager,0.0,100.0,100.0,100.0,100.0,55.0,0
328,HR Specialist,0.0,100.0,100.0,100.0,100.0,55.0,1
329,Personal Trainer,0.0,100.0,100.0,100.0,100.0,55.0,1
330,Social Worker,0.0,100.0,100.0,100.0,100.0,55.0,0
331,Software Engineer,0.0,100.0,100.0,100.0,100.0,55.0,1
332,Content Writer,0.0,100.0,100.0,100.0,100.0,55.0,0
333,Civil Engineer,0.0,100.0,100.0,100.0,100.0,55.0,1
334,Teacher,0.0,100.0,100.0,100.0,100.0,55.0,0
335,AI Specialist,50.0,100.0,100.0,100.0,100.0,77.5,0
336,Urban Planner,0.0,100.0,100.0,100.0,100.0,55.0,0
337,Dentist,0.0,100.0,100.0,100.0,100.0,55.0,1
338,Pharmacist,0.0,100.0,100.0,100.0,100.0,55.0,1
339,Data Analyst,0.0,100.0,100.0,100.0,100.0,55.0,0
340,SEO Specialist,0.0,100.0,100.0,100.0,100.0,55.0,0
341,Pilot,0.0,100.0,100.0,100.0,100.0,55.0,0
342,Lawyer,0.0,100.0,100.0,100.0,100.0,55.0,0
343,Cybersecurity Analyst,0.0,100.0,100.0,100.0,100.0,55.0,0
344,Event Planner,0.0,100.0,100.0,100.0,100.0,55.0,0
345,UX Designer,0.0,100.0,100.0,100.0,100.0,55.0,0
346,Customer Service Representative,0.0,100.0,100.0,100.0,100.0,55.0,0
347,Data Analyst,0.0,100.0,100.0,100.0,100.0,55.0,0
348,UX Designer,0.0,100.0,100.0,100.0,100.0,55.0,0
349,Construction Manager,0.0,100.0,100.0,100.0,100.0,55.0,0
350,Machine Learning Engineer,0.0,100.0,100.0,100.0,100.0,55.0,0
351,Urban Planner,0.0,100.0,100.0,100.0,100.0,55.0,1
352,Robotics Engineer,0.0,100.0,100.0,100.0,100.0,55.0,1
353,Creative Director,0.0,100.0,100.0,100.0,100.0,55.0,0
354,Business Analyst,0.0,100.0,100.0,100.0,100.0,55.0,1
355,Product Manager,0.0,100.0,100.0,100.0,100.0,55.0,0
356,Cybersecurity Analyst,0.0,100.0,100.0,100.0,100.0,55.0,0
357,Cybersecurity Analyst,0.0,100.0,100.0,100.0,100.0,55.0,0
358,Accountant,0.0,100.0,100.0,100.0,100.0,55.0,0
359,Research Scientist,0.0,100.0,100.0,100.0,100.0,55.0,0
360,Dentist,0.0,100.0,100.0,100.0,100.0,55.0,1
361,Product Manager,0.0,100.0,100.0,100.0,100.0,55.0,1
362,Pharmacist,0.0,100.0,100.0,100.0,100.0,55.0,1
363,Graphic Designer,0.0,100.0,100.0,100.0,100.0,55.0,1
364,Construction Manager,0.0,100.0,100.0,100.0,100.0,55.0,1
365,Supply Chain Manager,0.0,100.0,100.0,100.0,100.0,55.0,1
366,Machine Learning Engineer,0.0,100.0,100.0,100.0,100.0,55.0,0
367,AI Specialist,50.0,100.0,100.0,100.0,100.0,77.5,1
368,Graphic Designer,0.0,100.0,100.0,100.0,100.0,55.0,0
369,Physician,0.0,100.0,100.0,100.0,100.0,55.0,0
370,Sales Representative,0.0,100.0,100.0,100.0,100.0,55.0,1
371,Mechanical Engineer,0.0,100.0,100.0,100.0,100.0,55.0,1
372,Graphic Designer,0.0,100.0,100.0,100.0,100.0,55.0,0
373,Social Worker,0.0,100.0,100.0,100.0,100.0,55.0,1
374,Journalist,0.0,100.0,100.0,100.0,100.0,55.0,0
375,Electrician,0.0,100.0,100.0,100.0,100.0,55.0,0
376,Business Analyst,0.0,100.0,100.0,100.0,100.0,55.0,0
377,Psychologist,0.0,100.0,100.0,100.0,100.0,55.0,0
378,Research Scientist,0.0,100.0,100.0,100.0,100.0,55.0,1
379,UX Designer,0.0,100.0,100.0,100.0,100.0,55.0,1
380,Robotics Engineer,0.0,100.0,100.0,100.0,100.0,55.0,0
381,Event Planner,0.0,100.0,100.0,100.0,100.0,55.0,0
382,Systems Analyst,0.0,100.0,100.0,100.0,100.0,55.0,1
383,Urban Planner,0.0,100.0,100.0,100.0,100.0,55.0,0
384,Pharmacist,0.0,100.0,100.0,100.0,100.0,55.0,1
385,Marketing Manager,0.0,100.0,100.0,100.0,100.0,55.0,1
386,Creative Director,0.0,100.0,100.0,100.0,100.0,55.0,1
387,Teacher,0.0,100.0,100.0,100.0,100.0,55.0,0
388,Electrician,0.0,100.0,100.0,100.0,100.0,55.0,0
389,Operations Manager,0.0,100.0,100.0,100.0,100.0,55.0,1
390,Personal Trainer,0.0,100.0,100.0,100.0,100.0,55.0,0
391,Cloud Architect,100.0,100.0,100.0,100.0,50.0,95.0,0
392,Biomedical Engineer,0.0,100.0,100.0,100.0,100.0,55.0,1
393,Software Engineer,0.0,100.0,100.0,100.0,100.0,55.0,1
394,Construction Manager,0.0,100.0,100.0,100.0,100.0,55.0,0
395,Data Analyst,0.0,100.0,100.0,100.0,100.0,55.0,1
